gene,RNA,protein,
2512,0.26123067,-0.117243834,
2513,0.189340387,-0.855927163,
2514,0.01347981,0.297937094,
2515,0.011243688,-0.404938831,
2516,0.0650444,-0.057942599,
2517,-0.011052288,-0.284452433,
2518,0.012185658,0.485468744,
2519,-0.204715403,-0.001791693,
2520,0.052155022,0.134316204,
2521,0.133627451,-0.267008974,
2522,0.136363974,0.20230139,
2523,0.055857466,-0.014626811,
2524,-0.083806712,-0.060320625,
2525,0.053166247,-0.188097046,
2526,-0.072146225,-0.325565449,
2527,-0.120477489,-0.278222302,
2528,-0.168801559,0.013429496,
2529,0.089718732,0.394866312,
2530,0.079090264,0.408733299,
2531,-0.11196715,-0.249831678,
2532,0.00609718,0.146068971,
2533,0.212064775,-0.163099772,
2534,-0.01029218,-0.07741399,
2535,-0.221741274,-0.284254784,
2536,0.003376466,-0.44966661,
2537,0.07543675,-0.059696601,
2538,-0.009136035,0.129488805,
2539,0.094886058,0.264793253,
2540,0.60641109,1.196246022,
2541,-0.0581598,1.800599118,
2542,0.081716282,-0.160032928,
2543,0.014593348,0.41914722,
2544,-0.005906071,0.000962649,
2545,0.067505926,0.328076705,
2546,0.07328116,0.066265613,
2547,-0.038574302,-0.029603322,
2548,-0.124280955,-0.182408231,
2549,0.080158242,-0.290874753,
2550,0.35146102,1.852968166,
2551,0.462806882,1.019437618,
2552,-0.088380962,-0.463556952,
2553,0.194018618,0.402829064,
2554,0.006061578,-0.081054128,
2555,0.350072548,0.155324416,
2556,-0.048151226,0.133771351,
2557,0.031253214,-0.462876241,
2558,0.102876143,-0.12505315,
2559,0.115967439,0.249071052,
2560,-0.002125495,-0.047273245,
2561,0.051019555,-0.118905805,
2562,0.050881814,-0.085913358,
2563,0.191099727,0.232839922,
2564,0.044089148,-0.157199844,
2565,0.054303922,0.413503455,
2566,-0.05540637,-0.151198797,
2567,-0.073631459,0.060171519,
2568,-0.011899286,0.290434257,
2569,0.013509646,-0.316014508,
2570,0.070529739,-0.212376833,
2571,0.034675185,0.120598929,
2572,-0.011273789,-0.163888619,
2573,0.080865016,-0.035050184,
2574,-0.079574272,0.018100641,
2575,-0.04605022,-0.166024598,
2576,0.032612221,0.182964082,
2577,-0.215354997,-0.348930342,
2578,0.017426146,-0.40315999,
2579,-0.013911902,-0.145684641,
2580,-0.044114522,0.085606834,
2581,0.055420747,-0.107770739,
2582,0.137577597,-0.140389821,
2583,0.056278863,-0.140453738,
2584,-0.444418324,-0.481150353,
2585,0.197149884,0.540231294,
2586,-0.026096337,-0.092493037,
2587,0.048897691,0.160498316,
2588,-0.093298116,0.02423773,
2589,-0.033113888,-0.134976848,
2590,0.04759539,-0.026462129,
2591,0.18304675,0.151186323,
2592,0.034779752,-0.836243839,
2593,0.029445303,-0.00853291,
2594,0.413064522,0.042360395,
2595,-0.054713627,0.011663782,
2596,0.022898551,-0.569686263,
2597,0.050531046,-0.021334511,
2598,0.0169195,0.502952526,
2599,0.047951716,-0.033281544,
2600,-0.016680242,-0.61991558,
2601,1.266147909,3.289217276,
2602,0.874971878,1.261649117,
2603,0.049635094,0.073935306,
2604,-0.031940807,-0.155517701,
2605,0.025686299,0.041030107,
2606,0.262401535,0.154943799,
2607,0.22837777,0.525643501,
2608,0.039413716,0.216634341,
2609,-0.022680334,-0.233171075,
2610,0.072501609,0.599297632,
2611,-0.089547857,-0.37034312,
2612,-0.038628375,0.439441875,
2613,-0.087048512,0.110678824,
2614,-0.040697481,-0.463221754,
2615,-0.197333365,-0.443931405,
2616,-0.096089034,0.093774296,
2617,-0.172273357,-0.238767463,
2618,0.082364081,-0.315846779,
2619,0.078099242,0.288612807,
2620,0.03822137,0.162693111,
2621,-0.013101264,0.071472304,
2622,0.009971335,-0.289849118,
2623,0.025731473,-0.058725392,
2624,0.016435141,-0.108980267,
2625,-0.035490726,-0.264004246,
2626,0.063152736,-0.217747629,
2627,0.005157643,0.180782888,
2628,-0.049694316,-0.151242037,
2629,0.149644595,0.477636366,
2630,-0.018129051,0.089528133,
2631,-0.033126654,0.006830034,
2632,-0.002310413,-0.087092893,
2633,0.055904794,-0.049246927,
2634,-0.003649506,0.099185374,
2635,-0.006206079,-0.087279686,
2636,0.101797964,0.398845546,
2637,0.058364189,0.157502069,
2638,0.07289239,-0.126309703,
2639,0.154345119,0.462735898,
2640,-0.021348615,-0.230253759,
2641,0.170234456,-0.116467852,
2642,-0.044376643,0.042083271,
2643,-0.083968505,-0.085879557,
2644,0.113173676,0.100648318,
2645,0.072644993,-0.020279477,
2646,0.216357263,-0.349961146,
2647,0.12172875,-0.152344059,
2648,-0.023470606,-0.39005308,
2649,-0.100051273,0.0871243,
2650,-0.103495764,-0.196237497,
2651,0.05446968,-0.201257561,
2652,0.141028456,0.06225391,
2653,-0.13154394,-0.075080921,
2654,-0.021884415,-0.079788722,
2655,0.057633007,-0.106909584,
2656,0.040486539,-0.280086478,
2657,0.007451123,0.101159527,
2658,0.145852791,-0.34604421,
2659,-0.024294594,-0.200929832,
2660,-0.037514871,0.273578467,
2661,0.040384246,0.186914211,
2662,0.003941644,-0.104552687,
2663,-0.03798773,-0.181835694,
2664,0.163933708,-0.037747198,
2665,0.077926965,0.188611538,
2666,0.162041372,-0.339941586,
2667,0.087554682,-0.395947204,
2668,0.071299881,-0.11191723,
2669,-0.051650847,-0.590919154,
2670,0.061228866,0.395988857,
2671,0.005428138,0.060235574,
2672,0.020532212,0.089867949,
2673,0.243666653,0.603845549,
2674,-0.053303927,-0.024898557,
2675,0.129069221,-0.131968957,
2676,-0.024544086,0.060944804,
2677,0.01806931,0.035668461,
2678,0.025040808,-0.09274795,
2679,0.09648088,-0.273928714,
2680,-0.0849435,-0.323418579,
2681,-0.16785878,-0.254365681,
2682,-0.006379837,0.010891692,
2683,0.083863446,0.035816386,
2684,-0.079914408,-0.063297305,
2685,-0.10585824,0.076990944,
2686,0.000796631,-0.278943864,
2687,-0.021444584,2.245623297,
2688,0.229843492,-0.105071563,
2689,0.284471737,1.34586358,
2690,0.034849306,-0.129445309,
2691,-0.127355936,-0.105702589,
2692,-0.015370213,-0.145242439,
2693,0.073930387,0.256454134,
2694,-0.065997724,-0.259636292,
2695,-0.037248993,-0.178209739,
2696,-0.073575549,-0.012403493,
2697,0.0567989,-0.012403493,
2698,0.983360671,2.0304082,
2699,0.245696542,0.788234058,
2700,0.081724758,0.119882016,
2701,-0.02027903,0.349159253,
2702,-0.072913787,-0.138743533,
2703,0.06206586,-0.041342175,
2704,-0.047320361,0.089979462,
2705,0.138235684,0.500867247,
2706,0.049372068,-0.317636481,
2707,0.020556777,0.501327048,
2708,0.05198796,-0.037571675,
2709,0.136682801,-0.184347517,
2710,0.109155192,0.085570308,
2711,0.136163836,0.059311931,
2712,-0.260712117,0.047546611,
2713,-0.095217505,0.315747444,
2714,-0.062427105,-0.086685185,
2715,0.003330381,0.654031835,
2716,-0.038064264,0.186300718,
2717,-0.008756,-0.172230922,
2718,0.003481995,-0.122086223,
2719,0.010031575,0.02824544,
2720,0.126845367,-0.012960142,
2721,0.133178928,0.107156995,
2722,-0.066368438,-0.114337585,
2723,-0.004352046,-0.143026857,
2724,0.001568115,0.098508631,
2725,-0.043325416,-0.037919372,
2726,0.008687986,-0.108013962,
2727,0.007577855,0.222133683,
2728,0.12299153,-0.196339751,
2729,-0.066822851,0.140924538,
2730,-0.001463967,0.175531739,
2731,0.065324546,-0.086257914,
2732,0.142514365,0.216275336,
2733,0.033568545,-0.220127366,
2734,-0.018900437,0.056130053,
2735,-0.005323498,-0.173214585,
2736,0.080642882,-0.304660147,
2737,0.017043534,-0.44480755,
2738,0.081337992,-0.254553276,
2739,-0.073333457,-0.144816237,
2740,-0.024207737,-0.317456015,
2741,0.052006268,0.017145046,
2742,-0.027759193,0.102414411,
2743,0.004352727,0.093982378,
2744,0.023050472,0.079456798,
2745,0.129638882,-0.645012967,
2746,-0.049490605,0.121744009,
2747,-0.109113018,-0.26989673,
2748,-0.08089056,-0.093918167,
2749,0.104282786,1.058119548,
2750,0.024706231,0.387729599,
2751,-0.001687309,0.199614344,
2752,0.02302607,0.205234506,
2753,-0.042336896,-0.30735553,
2754,-0.059873145,0.275449523,
2755,-0.027676748,0.084744289,
2756,-0.027345125,-0.259296156,
2757,-0.004385115,-0.092247664,
2758,0.066483896,0.249735504,
2759,0.054309565,0.217386287,
2760,-0.19118023,0.094927595,
2761,-0.001267287,0.122802132,
2762,0.059615653,0.074628685,
2763,-0.00628306,0.289774573,
2764,-0.132782541,-0.049449256,
2765,0.114788719,0.118549152,
2766,0.042094055,0.30650084,
2767,0.036393203,0.080055408,
2768,-0.092300912,0.033500043,
2769,-0.019339461,0,
2770,-0.076879138,-0.078875173,
2771,-0.012236117,0.096970496,
2772,0.038743058,-0.236714668,
2773,0.073932926,0.134686363,
2774,0.131904354,0.163791792,
2775,0.07922161,-0.260456929,
2776,0.095184153,0.498347347,
2777,-0.008998899,0.113154536,
2778,0.456021109,1.083860771,
2779,-0.035828344,-0.062941214,
2780,-0.049256251,0.090653168,
2781,0.044622023,0.045048289,
2782,0.047691132,-0.088451269,
2783,0.198363462,0.106511116,
2784,-0.004179434,-0.151288995,
2785,0.011962545,0.310220918,
2786,-0.052597062,-0.169618766,
2787,-0.077395449,-0.164648751,
2788,-0.119803693,0.184756632,
2789,-0.004270197,-0.276080255,
2790,-0.087462458,0.065736042,
2791,0.010855742,-0.372901541,
2792,0.08017898,-0.146502381,
2793,-0.134915584,-0.209531355,
2794,0.042347349,-0.430325031,
2795,0.162447795,0.136467083,
2796,-0.034578128,-0.411550142,
2797,0.221332644,0.607346689,
2798,-0.084772527,-0.439184031,
2799,0.030003513,-0.121282845,
2800,0.079001176,0.202655856,
2801,-0.154844793,-0.649289268,
2802,0.00188663,-0.023119427,
2803,-0.007406711,-0.234918134,
2804,-0.053526106,0.261152134,
2805,-0.008230204,0.122019924,
2806,0.031256623,0.115715752,
2807,-0.000488204,-0.002278177,
2808,-0.052901323,-0.364202023,
2809,0.184313674,-0.223687062,
2810,0.026459494,0.002859035,
2811,-0.009813235,0.021999293,
2812,-0.087789868,-0.220387003,
2813,0.008715984,-0.178410702,
2814,0.096816282,0.147237125,
2815,-0.054523861,-0.19744532,
2816,0.046845124,0.218284356,
2817,-0.032889137,-0.082374931,
2818,-0.083186179,-0.188592777,
2819,-0.060923207,0.360519274,
2820,-0.041274841,0.11501256,
2821,-0.221621728,0.035938645,
2822,0.020779838,0.490374529,
2823,-0.008031168,0.008710084,
2824,0.008451481,-0.051063195,
2825,0.058334541,-0.112414296,
2826,0.041430686,0.088889848,
2827,-0.021946465,0.124393272,
2828,-0.042801481,0.174293876,
2829,0.040928841,0.067080863,
2830,0.000781198,0.089627867,
2831,0.011953515,0.065012439,
2832,0.003648569,0.020716939,
2833,0.07400462,-0.161707924,
2834,0.024241148,0.069823091,
2835,0.100218525,0.200357778,
2836,0.020902118,-0.289486007,
2837,-0.428112796,0.241735189,
2838,0.080930013,0.163345358,
2839,-0.095967704,-0.175736861,
2840,-0.131582812,-0.162361899,
2841,0.47826985,-0.391855123,
2842,-0.055023632,0.112850915,
2843,0.003874219,0.195602024,
2844,0.198339009,0.254135059,
2845,0.052701442,-0.033430679,
2846,-0.160052142,0.088367526,
2847,0.054626816,0.096662351,
2848,0.196279657,0.515210801,
2849,0.040914962,0.151984876,
2850,-0.16054045,0.160752795,
2851,-0.14300345,-0.247934365,
2852,-0.088477107,-0.194268583,
2853,0.091169682,-0.096281316,
2854,0.060425755,-0.174602382,
2855,0.066199989,-0.066956716,
2856,0.07049784,0.073136158,
2857,0.11583444,-0.01158839,
2858,0.123697027,0.025872273,
2859,-0.033982311,0.543058695,
2860,-0.058350037,0.169884944,
2861,-0.141638374,0.047496764,
2862,0.258829113,0.064386163,
2863,0.022607842,-0.061511287,
2864,-0.127527125,0.212691515,
2865,-0.028143807,0.059237931,
2866,0.012877908,-0.129210391,
2867,-0.039571868,-0.004797859,
2868,-0.03455597,0.392308756,
2869,0.096732221,-0.020342804,
2870,0.083323862,-0.102657307,
2871,0.085611675,-0.090573866,
2872,0.045248338,0.055219823,
2873,0.092394289,0.366788118,
2874,-0.145074093,0.064736343,
2875,-0.132487734,-0.080184104,
2876,0.074857988,-0.139324802,
2877,0.224571493,-0.335926785,
2878,0.018247132,0.113658276,
2879,0.040026908,-0.199763809,
2880,0.057336267,-0.232620965,
2881,0.007325223,-0.286232731,
2882,0.144678935,0.075543238,
2883,-0.012745183,0.048418929,
2884,0.206065493,0.492640431,
2885,-0.056151883,0.092383987,
2886,0.000916695,-0.123784711,
2887,0.076205115,0.280196059,
2888,-0.053064485,-0.033135124,
2889,0.021986568,0.768399968,
2890,0.020035269,0.021569649,
2891,-0.005580503,0.052646902,
2892,0.021532477,-0.20416586,
2893,0.001402069,-0.092651491,
2894,-0.05639056,-0.076015208,
2895,0.019646681,-0.181493344,
2896,-0.038273175,0.021008478,
2897,-0.091778844,0.397946982,
2898,-0.068382615,0.078392072,
2899,0.062370992,0.260507937,
2900,0.006741298,0.041194558,
2901,-0.044916165,0.063056148,
2902,-0.021847634,-0.260492358,
2903,-0.02787083,-0.057739673,
2904,-0.198224075,0.004197533,
2905,0.016236029,-0.265375313,
2906,-0.02194831,-0.057257273,
2907,0.104242981,0.26544718,
2908,-0.01206981,-0.236100718,
2909,-0.063382962,0.017201766,
2910,0.048908015,-0.362622073,
2911,0.004466338,0.281156104,
2912,0.004067536,0.04986609,
2913,-0.015934868,-0.140920501,
2914,0.060541702,0.092246323,
2915,-0.133148633,-0.05505631,
2916,-0.123885311,-0.313468204,
2917,0.264368046,0.604148266,
2918,0.14778255,0.628254513,
2919,-0.189276876,0.074885173,
2920,0.002020159,0.280481948,
2921,0.121938527,-0.035522794,
2922,-0.109879808,-0.388695438,
2923,-0.117188325,0.071072181,
2924,0.088306314,-0.100425775,
2925,0.16578204,0.108050463,
2926,0.075023271,0.027206492,
2927,0.147637997,0.283327574,
2928,-0.058687108,-0.027021082,
2929,-0.033582509,-0.007426149,
2930,0.266688648,0.554980027,
2931,-0.053357877,-0.01871516,
2932,0.248298207,0.803521925,
2933,-0.022385093,-0.124276812,
2934,-0.040714946,-0.077680871,
2935,0.058235001,0.170305752,
2936,0.031437637,-0.150336027,
2937,0.018324967,-0.163161447,
2938,-0.134306112,-0.107858508,
2939,-0.026165568,-0.214493936,
2940,0.072438729,-0.259411439,
2941,-0.069866436,0.188515375,
2942,0.06320678,0.329243006,
2943,0.119187194,-0.126855055,
2944,-0.024677472,-0.268717272,
2945,-0.037061638,0.195947865,
2946,-0.10308592,0.208549594,
2947,0.333418021,0.979077952,
2948,-0.033331941,-0.111021233,
2949,-0.105556195,0.167625589,
2950,-0.011520887,-0.20483328,
2951,-0.119058867,0.040985621,
2952,-0.094267752,-0.086875129,
2953,-0.050777233,0.230061493,
2954,-0.006066926,0.040509514,
2955,-0.11010571,-0.080160502,
2956,0.036446841,-0.176447355,
2957,0.162000875,0.048221844,
2958,-0.064039627,0.165982552,
2959,-0.005025971,-0.448984633,
2960,0.012153243,-0.148169347,
2961,0.027629912,-0.009624743,
2962,0.013826716,-0.362828031,
2963,0.040672162,-0.265981792,
2964,-0.061565845,-0.036741046,
2965,0.146760995,-0.006685048,
2966,0.130501205,-0.561784257,
2967,-0.023427051,-0.017730594,
2968,0.037546892,-0.153930463,
2969,0.074876506,0.321837692,
2970,0.111752462,0.325063664,
2971,0.091284602,0.3723643,
2972,0.074135678,0.489347704,
2973,0.04548067,0.334700587,
2974,0.090750683,0.229780033,
2975,0.070443149,-0.123313291,
2976,-0.006956175,0.3361327,
2977,0.093040742,0.335533972,
2978,0.013164146,-0.2025412,
2979,0.120260054,0.066225336,
2980,0.075315612,0.031984874,
2981,0.118172166,0.303606144,
2982,0.061207032,0.265267788,
2983,-0.060604857,0.193219864,
2984,-0.019620476,-0.168050856,
2985,-0.012830241,0.144237325,
2986,0.036712661,0.046745213,
2987,-0.037494413,0.279346494,
2988,-0.060386834,0.164717403,
2989,0.105322454,0.206094197,
2990,0.082596025,-0.148513542,
2991,0.027795551,-0.174278592,
2992,0.042681681,-0.029092605,
2993,0.097401837,-0.260820568,
2994,-0.053150198,-0.032915403,
2995,0.255016591,-0.428920394,
2996,-0.09944353,-0.080428986,
2997,0.074752195,-0.278905411,
2998,0.004088888,-0.090817962,
2999,0.582715969,1.353727504,
3000,-0.075823003,-0.192443698,
3001,0.107791778,0.092488221,
3002,0.702530409,0.85927125,
3003,0.265488706,-0.205440551,
3004,0.086388238,0.016011738,
3005,0.074703175,0.182982296,
3006,0.113799854,-0.328738174,
3007,0.097205159,-0.382735702,
3008,0.016943933,-0.173007741,
3009,-0.034723,-0.123815644,
3010,0.113272862,-0.390895462,
3011,0.036221819,-0.154912461,
3012,-0.031346031,0.009923494,
3013,-0.049698335,0.270446258,
3014,0.019086999,0.25255526,
3015,0.015435415,-0.040928918,
3016,0.08578925,-0.300181536,
3017,0.233073682,-0.291895435,
3018,0.058024789,-0.27159617,
3019,0.026484063,-0.012585013,
3020,0.056191694,-0.439482473,
3021,-0.017917026,-0.287371039,
3022,0.213632499,-0.177138844,
3023,-0.081410008,-0.407511191,
3024,0.044794237,-0.261143753,
3025,0.073694267,-0.013763289,
3026,0.091785693,-0.360819888,
3027,0.092457986,0.119770641,
3028,0.266638626,0.009369799,
3029,-0.143631429,-0.054359759,
3030,-0.059849805,-0.339281252,
3031,0.043727505,-0.356523836,
3032,0.089785547,-0.124024437,
3033,-0.079165781,0.221000564,
3034,0.19623013,-0.268518843,
3035,-0.051552111,-0.364939398,
3036,-0.12002464,0.181197858,
3037,0.02296546,0.000900885,
3038,0.223865608,0.149713781,
3039,0.072918146,-0.413503563,
3040,0.075419149,0.017325632,
3041,0.077384833,-0.265531,
3042,0.277614743,-0.35454506,
3043,0.031229333,0.368877079,
3044,0.072407597,-0.153041844,
3045,-0.077572997,0.2185825,
3046,-0.011820266,-0.292244179,
3047,0.084245475,-0.281016764,
3048,0.219345148,-0.386180601,
3049,-0.147193414,-0.319174006,
3050,0.066523667,-0.092916422,
3051,0.239562272,-0.332663217,
3052,-0.027968429,0.052406619,
3053,0.165576855,-0.143992678,
3054,0.024600542,-0.1181459,
3055,-0.109189241,-0.173255438,
3056,0.248793661,-0.366118008,
3057,0.111548056,-0.20591593,
3058,0.21841956,-0.238329573,
3059,0.312589552,-0.397844718,
3060,-0.073168493,-0.168278471,
3061,-0.07233539,-0.312348498,
3062,0.188044002,-0.342580044,
3063,0.145179343,-0.002061644,
3064,0.154476893,0.15322085,
3065,0.135878832,-0.05690047,
3066,0.011281588,-0.01812655,
3067,0.037585422,0.276806525,
3068,0.097186467,0.28324885,
3069,0.188387029,0.020234335,
3070,-0.105447491,0.568456579,
3071,0.132727978,-0.511254193,
3072,-0.015345039,0.039587475,
3073,0.046716246,-0.36433722,
3074,0.126410006,-0.018345066,
3075,0.008427361,-0.0917938,
3076,0.030901402,0.281117327,
3077,-0.003152245,-0.211888637,
3078,0.233916362,0.002057587,
3079,0.093625062,0.185088951,
3080,-0.096868842,-2.087289047,
3081,0.137448035,-0.300585817,
3082,0.068221157,-0.389120643,
3083,-0.021963499,-0.212283907,
3084,-0.028765561,-0.148448639,
3085,0.073655291,-0.222086462,
3086,0.029790302,0.069376125,
3087,-0.036882473,0.039536547,
3088,-0.002569049,-0.048190131,
3089,0.005947354,-0.019676114,
3090,-0.015618489,0.064225692,
3091,-0.034104925,-0.032371961,
3092,-0.041538669,0.061450437,
3093,-0.030639579,0.253918278,
3094,-0.000177022,-0.059121842,
3095,-0.035408106,0.14018465,
3096,0.103963378,0.072986209,
3097,0.093065919,-0.224487258,
3098,0.074254789,-0.00482584,
3099,-0.136994589,-0.314423237,
3100,-0.047997642,0.207391174,
3101,0.023613827,-0.045679861,
3102,0.179857809,0.222400899,
3103,0.07851354,0.174742729,
3104,-0.131988727,-0.409923521,
3105,0.590735504,2.064387701,
3106,0.111262606,0.500760348,
3107,-0.003947086,0.316641089,
3108,-0.300579824,0,
3109,0.069436686,0.328831547,
3110,0.074242659,0.129335971,
3111,0.002366442,0.068698987,
3112,0.038367298,0.013330846,
3113,0.046498006,-0.096455755,
3114,0.037151601,0.091392092,
3115,-0.022237553,0.003321112,
3116,0.065795087,0.032801845,
3117,0.170304093,-0.293364393,
3118,-0.067022305,-0.092759962,
3119,0.062786527,0.138134088,
3120,0.018671623,0.239994899,
3121,-0.082142666,0.018363178,
3122,0.160840848,0.430311756,
3123,-0.135555583,-0.13555091,
3124,-0.16020651,-0.37117218,
3125,-0.018048888,-0.094804542,
3126,-0.031553923,-0.230529207,
3127,0.278717515,-0.197257953,
3128,0.020184951,-0.2508358,
3129,-0.153136694,-0.168579634,
3130,0.065642419,-0.062802015,
3131,-0.111313368,-0.116426317,
3132,-0.011253821,0.011871451,
3133,0.008323212,-0.069329245,
3134,0.009818501,-0.62711091,
3135,-0.183800953,0.680623395,
3136,-0.010408658,-0.061624611,
3137,0.106783666,0.105648274,
3138,0.012824168,0.053772711,
3139,0.118479512,0.080455661,
3140,0.065761041,-0.045948925,
3141,0.056207126,-0.056939113,
3142,-0.092981213,-0.077592442,
3143,0.241877176,0.662248409,
3144,-0.085400982,0.528708847,
3145,-0.075190664,-0.036535393,
3146,-0.006850357,-0.252597166,
3147,0.090518178,0.268109551,
3148,-0.049997059,0.130214674,
3149,0.023820436,-0.143243092,
3150,0.065493443,0.388404603,
3151,0.000235732,0.022402054,
3152,0.146656241,-0.007185557,
3153,0.073335777,-0.145499119,
3154,0.045266803,0.122681011,
3155,0.370692379,0.804708071,
3156,0.022940176,-0.191260248,
3157,-0.00776292,0.038513074,
3158,0.08673275,0.020217573,
3159,0.131933188,-0.028026847,
3160,-0.068109916,0.171573927,
3161,0.249022055,-0.003101571,
3162,0.049573239,-0.198934208,
3163,0.013454404,0.250374206,
3164,-0.234859577,-0.192956455,
3165,-0.039222331,0.256941039,
3166,-0.062997569,-0.086658298,
3167,-0.008726724,0.297323059,
3168,0.002591622,0.396481665,
3169,0.019794547,0.337281816,
3170,-0.033206813,-0.069456875,
3171,0.025380112,-0.075878905,
3172,0.030282156,0.272542112,
3173,-0.021878243,-0.090238358,
3174,0.032147024,-0.369761857,
3175,-0.091001223,-0.181837687,
3176,-0.107877715,-0.128750888,
3177,0.021314643,-0.13563089,
3178,-0.120227548,-0.07980242,
3179,0.164906681,0.350682297,
3180,0.008543012,-0.244246201,
3181,-0.067735316,0.096936797,
3182,-0.014230412,-0.093522059,
3183,-0.035630646,-0.169115705,
3184,-0.076907406,-0.499320066,
3185,-1.714571328,-0.087089885,
3186,0.033120765,-0.232273712,
3187,0.086463051,-0.000515294,
3188,-0.154163122,0.190660983,
3189,0.045535869,-0.118492213,
3190,-0.042129541,-0.008740985,
3191,0.078567435,0.070025296,
3192,-0.000645386,-0.033947531,
3193,0.014352927,0.221133916,
3194,0.026355081,-0.011696748,
3195,0.041872006,0.451271614,
3196,0.09531498,-0.021687102,
3197,-0.154669411,-0.065678385,
3198,0.015665683,-0.13558655,
3199,-0.040209076,0.18976618,
3200,0.086678489,0.349310485,
3201,0.108383531,0.191733676,
3202,-0.005570294,-0.039408732,
3203,0.140624414,0.25408502,
3204,0.007538001,-0.078218748,
3205,-0.137777297,-0.003795052,
3206,-0.048915326,0.279940319,
3207,0.050453076,0.115626607,
3208,0.039441943,0.172746394,
3209,-0.145512453,-0.21166511,
3210,0.006847502,0.324275652,
3211,-0.013591627,0.652329409,
3212,0.103924968,0.348460543,
3213,-0.025183139,0.00100474,
3214,-0.037296808,0.105128664,
3215,0.043955668,0.182766934,
3216,0.133252161,0.26188726,
3217,0.250477777,0.984181006,
3218,0.037562791,-0.252498683,
3219,-0.200977977,-0.181305623,
3220,-0.037433906,0.520235006,
3221,0.095908813,0.115558621,
3222,-0.055989028,-0.038143047,
3223,-0.072185636,0.191529905,
3224,-0.036966542,0.492275956,
3225,-0.038783947,-0.139055523,
3226,0.216032809,0.895624474,
3227,0.028302117,0.012194052,
3228,0.009359471,0.342816606,
3229,-0.021829233,-0.220503333,
3230,0.033940538,0.443663932,
3231,-0.005619145,-0.026407858,
3232,0.709071573,1.838782193,
3233,-0.02438761,0.273963262,
3234,-0.002369173,0.221268312,
3235,0.018650895,-0.214651548,
3236,0.252362542,0.723183514,
3237,0.009704153,0.204733409,
3238,0.042627917,-0.040812173,
3239,0.024585732,-0.017538458,
3240,-0.07366072,-0.010517923,
3241,-0.040117282,-0.033211477,
3242,0.00511859,-0.283459079,
3243,0.049477467,0.459879896,
3244,-0.093828224,0.287579721,
3245,0.058846084,0.042094486,
3246,-0.092303915,0.365079193,
3247,0.047064691,-0.097235623,
3248,-0.27742074,-0.05178181,
3249,0.004558873,-0.137862888,
3250,-0.030108043,-0.178756577,
3251,0.617187196,1.130514744,
3252,-0.012582835,-0.190869047,
3253,0.0934234,0.789656857,
3254,-0.045222881,0.126791799,
3255,0.018142993,-0.195237038,
3256,-0.03339314,-0.171355389,
3257,-0.06460773,-0.217407899,
3258,0.020919258,0.433374755,
3259,-0.029199588,0.214338777,
3260,0.030002445,0.118671356,
3261,0.02792316,0.147540894,
3262,0.12330886,-0.214078179,
3263,-0.001940601,0.032679995,
3264,-0.000682446,-0.034776333,
3265,-0.021802471,-0.217860625,
3266,0.043789447,0.164691926,
3267,-0.074685053,-0.076762199,
3268,0.046885826,0.128373581,
3269,-0.076913791,-0.259780948,
3270,-0.063553092,-0.212275363,
3271,-0.126109464,0.241823941,
3272,-0.024376161,0.137159371,
3273,-0.026086668,-0.319768056,
3274,-0.039958316,-0.303945326,
3275,-0.086940008,-0.56642066,
3276,-0.073055915,0.120163531,
3277,0.032268889,0.020158484,
3278,0.066998416,-0.011587998,
3279,-0.034091542,0.108281163,
3280,0.075881124,-0.211556009,
3281,0.019638222,0.007715846,
3282,-0.067494079,0.124363392,
3283,0.04223303,-0.186366806,
3284,0.026378942,0.1094014,
3285,-0.086073131,0.179803167,
3286,0.069457301,0.253955631,
3287,0.014010631,0.051742513,
3288,0.014765307,-0.18395626,
3289,-0.088008597,-0.065259446,
3290,-0.069737359,-0.12719632,
3291,0.163690279,-0.177224005,
3292,-0.10835747,-0.312974412,
3293,-0.018060935,0.134203016,
3294,0.024289313,-0.025110166,
3295,-0.099361006,-0.570509933,
3296,0.046342422,0.002226809,
3297,-0.177839424,0.174021347,
3298,0.026979813,0.061136685,
3299,0.138808555,0.37276032,
3300,0.042295068,-0.031861563,
3301,-0.364412782,-0.068747495,
3302,-0.011055906,-0.134228684,
3303,-0.010959267,-0.376021638,
3304,-0.225592218,-0.109157923,
3305,-0.039236663,-0.077455858,
3306,0.086849662,0.152444357,
3307,-0.016751103,0.089717459,
3308,0.136605282,0.360190849,
3309,0.066063836,0.072141289,
3310,-0.00660602,-0.105190958,
3311,-0.044065026,-0.031190946,
3312,0.004567338,0.47067546,
3313,0.012614559,-0.037018652,
3314,0.013702239,-0.170355029,
3315,0.004061008,0.290475178,
3316,-0.196643312,-0.440179414,
3317,-0.034884108,-0.380160479,
3318,0.041503301,-0.003023494,
3319,0.462985543,1.149069845,
3320,0.024970722,-0.114220246,
3321,0.064776733,-0.211845317,
3322,-0.107489145,0.329154375,
3323,1.313461415,2.436117446,
3324,-0.085477598,-0.210558734,
3325,0.06966484,0.686110502,
3326,-0.042540007,-0.037339398,
3327,-0.057845777,0.373597843,
3328,-0.054420792,0.026897879,
3329,0.176724462,-0.001868724,
3330,0.016569438,0.054400948,
3331,-0.061725773,0.240462491,
3332,-0.166584589,0.015263799,
3333,0.056475139,0.058747584,
3334,0.096036114,0.202273433,
3335,0.015919883,-0.329485937,
3336,-0.053367093,-0.218731741,
3337,-0.560231183,0.10528577,
